ID,SKU,Barcode,Name,Localized Name,Description,Localized Description,Image,Is Active,Is Stock Product,Is Non-Revenue,Is Ready,Pricing Method,Selling Method,Costing Method,Preparation Time,Price,Cost,Calories,Walking Minutes to Burn Calories,Is High Salt,Created At,Updated At,Deleted At
9bd61105-426c-4405-a430-34345553a1aa,sk-0001,,لاتيه,,,,,true,true,false,true,1,1,2,,16,,,,false,2024-04-18 10:45:08,2024-04-18 11:28:41,2024-04-18 11:28:41
9bd61194-7eed-4ff3-bb1b-76783ad560f5,sk-0002,,ليدن,,,,,true,false,false,true,1,1,2,,18,,,,false,2024-04-18 10:46:42,2024-04-18 11:08:09,2024-04-18 11:08:09
9bd616b1-9c89-40f7-bc36-0216c0251f2f,sk-0003,,اثيوبي,,,,,true,false,false,true,1,1,2,,15,,,,false,2024-04-18 11:01:00,2024-04-18 11:28:41,2024-04-18 11:28:41
9bd61749-703d-4fa8-bf32-7795efd6df8b,sk-0004,,كورتادو,,,,,true,false,false,true,1,1,2,,14,,,,false,2024-04-18 11:02:39,2024-04-18 11:28:41,2024-04-18 11:28:41
9bd617ae-3271-4b75-90aa-4266cdb4fbc6,sk-0005,,فلات وايت,,,,,true,false,false,true,1,1,2,,15,,,,false,2024-04-18 11:03:45,2024-04-18 11:28:41,2024-04-18 11:28:41
9bd617ea-3baa-49c2-be4b-65d868165134,sk-0006,,كابتشينو,,,,,true,false,false,true,1,1,2,,16,,,,false,2024-04-18 11:04:25,2024-04-18 11:28:41,2024-04-18 11:28:41
9bd6186c-8227-44d1-b93d-c722944ae3e8,sk-0007,,ليدن لاتيه,,,,,true,false,false,true,1,1,2,,18,,,,false,2024-04-18 11:05:50,2024-04-18 11:28:41,2024-04-18 11:28:41
9bd61ac0-2038-47b0-85ce-d7b0c516b53e,sk-0008,,كولمبي,,,,,true,false,false,true,1,1,2,,19,,,,false,2024-04-18 11:12:21,2024-04-18 11:28:41,2024-04-18 11:28:41
9bd61af0-2b1c-4ac9-8db4-8ca19968a0ab,sk-0009,,اثيوبي,,,,,true,false,false,true,1,1,2,,20,,,,false,2024-04-18 11:12:52,2024-04-18 11:28:41,2024-04-18 11:28:41
9bd61baa-29d3-496c-9ac3-f6cb819e17fa,sk-0010,,مكسيكي,,,,,true,false,false,true,1,1,2,,22,,,,false,2024-04-18 11:14:54,2024-04-18 11:28:41,2024-04-18 11:28:41
9bd61ccd-6436-4a0a-8846-84b2bc6e0f84,sk-0011,,ليدن لاتيه,,,,,true,false,false,true,1,1,2,,22,,,,false,2024-04-18 11:18:05,2024-04-18 11:28:41,2024-04-18 11:28:41
9bd61d2c-4156-4c8c-944c-fe431563c715,sk-0012,,لاتيه( بارد),,,,,true,false,false,true,1,1,2,,22,,,,false,2024-04-18 11:19:07,2024-04-18 11:29:34,2024-04-18 11:29:34
9bd6201e-6808-4944-9120-bccb01191891,sk-0013,,V60 Ethiopian,,,,,true,false,false,true,1,1,2,,20,,,,false,2024-04-18 11:27:21,2024-04-18 11:44:00,2024-04-18 11:44:00
9bd62521-c37b-4940-be95-faf95f6dd636,sk-0014,,V60 Colombia HOT,,,,,true,false,false,true,1,1,2,,18,,,,false,2024-04-18 11:41:22,2025-01-14 21:53:04,
9bd6259c-8ba9-422d-b70d-25835ccd1cdb,sk-0015,,V60 mexico,,,,,false,false,false,true,1,1,2,,20,,,,false,2024-04-18 11:42:43,2024-10-05 19:02:41,
9bd62667-47c4-48e4-bd5a-fe430aba273f,sk-0016,,V60 Ethiopian HOT,,,,,true,false,false,true,1,1,2,,19,,,,false,2024-04-18 11:44:56,2025-01-14 21:52:39,
9bd6271a-48fe-4cae-a1d9-58fdab8d4060,sk-0017,,cheese cake,,,,,true,false,false,true,1,1,2,,26,,,,false,2024-04-18 11:46:53,2025-01-14 17:16:51,
9bd6276c-31b8-487c-9cde-60383b3791c6,sk-0018,,Tiramisu,,,,,true,false,false,true,1,1,2,,26,,,,false,2024-04-18 11:47:47,2025-01-14 17:16:37,
9bd62807-1b29-48f4-b572-f772683c949e,sk-0019,,Melfi fruits,,,,,true,false,false,true,1,1,2,,28,,,,false,2024-04-18 11:49:28,2025-01-13 21:35:04,
9bd6287e-f4ae-4616-9930-9ea7b27cf9b2,sk-0020,,Melfi rolls,,,,,true,false,false,true,1,1,2,,25,,,,false,2024-04-18 11:50:47,2025-01-14 17:16:19,
9bd62abe-2d90-460e-b357-a19c86970b6c,sk-0021,,Water,,,,,true,false,false,true,1,1,2,,5,,,,false,2024-04-18 11:57:04,2024-04-18 12:07:50,2024-04-18 12:07:50
9bd62c2f-3cf9-48a9-8de1-953967010367,sk-0022,,Leiden c,,,,,true,false,false,true,1,1,2,,22,,,,false,2024-04-18 12:01:05,2025-01-14 21:57:59,
9bd62c7d-02f0-4691-8c44-7e1b24a32036,sk-0023,,Latte c,,,,,true,false,false,true,1,1,2,,17,,,,false,2024-04-18 12:01:56,2025-01-14 21:58:11,
