ID,SKU,Barcode,Name,Localized Name,Description,Localized Description,Image,Is Active,Is Stock Product,Is Non-Revenue,Is Ready,Pricing Method,Selling Method,Costing Method,Preparation Time,Price,Cost,Calories,Walking Minutes to Burn Calories,Is High Salt,Created At,Updated At,Deleted At
9da48891-6857-4b9f-8043-babe4059cf3e,sk-0101,,Cappuccino,,,,,true,false,false,true,1,1,2,,19,,,,false,2024-12-04 08:11:54,2025-01-13 19:30:35,
9da488ba-ca08-4bfe-b0ce-febadbd812fc,sk-0102,,Leiden latte,,,,,true,false,false,true,1,1,2,,20,,,,false,2024-12-04 08:12:21,2025-01-13 19:31:23,
9da488fd-51ab-4d37-a423-eaebe19c54b0,sk-0103,,Espresso Ethiopian,,,,,true,false,false,true,1,1,2,,17,,,,false,2024-12-04 08:13:05,2025-01-14 21:28:53,
9db52097-eb79-471a-a310-c2d250da5b50,sk-0104,,V60 YEMEN HOT,,,,,true,false,false,true,1,1,2,,21,,,,false,2024-12-12 14:10:14,2025-01-14 21:51:56,
9db52118-9e00-46df-9d14-65da5928568f,sk-0105,,V60 YEMEN C,,,,,true,false,false,true,1,1,2,,22,,,,false,2024-12-12 14:11:39,2025-01-14 22:15:00,
9db6fa6e-9505-409a-a4a8-267cb7ff0bfb,sk-0106,,Espresso YEMEN,,,,,true,false,false,true,1,1,2,,16,,,,false,2024-12-13 12:15:11,2025-01-14 22:09:06,
9dbd72b0-4cef-4942-9b88-81ec86d7218c,sk-0107,,Matcha HOT,,,,,true,false,false,true,1,1,2,,21,,,,false,2024-12-16 17:26:25,2025-01-14 22:01:06,
9dd17ffb-83ce-40ca-87e4-c536ab540e3d,sk-0108,,Hot Chocolate with cream,,,,,true,false,false,true,1,1,2,,21,,,,false,2024-12-26 16:40:09,2025-01-14 22:00:50,
9dd18200-43d8-49e9-bde3-96c584ce9b99,sk-0109,,Hot Chocolate,,,,,true,false,false,true,1,1,2,,19,,,,false,2024-12-26 16:45:47,2025-01-14 22:00:35,
9df10380-9308-4088-8952-7cf90eb069b4,sk-0110,,Crumble Date Cake,,,,,true,false,false,true,1,1,2,,25,,,,false,2025-01-11 08:38:34,2025-01-14 17:15:12,
9df5e5cb-88ee-4c8b-8d8e-612fcf324a5a,sk-0111,,ice espresso yemen,,,,,true,false,false,true,1,1,2,,15,,,,false,2025-01-13 18:54:38,2025-01-14 22:08:44,
9df7c644-03ad-49a7-9f2c-951cbcdd274d,sk-0112,,leiden family,,,,,false,true,false,true,2,1,2,,,,,,false,2025-01-14 17:18:08,2025-01-14 21:26:10,
9dfdbfac-07f4-4b80-ac53-f9da1c8ffc0c,sk-0113,,(coffee day(hot 12oz,,,,,true,false,false,true,1,1,2,,13,,,,false,2025-01-17 16:34:40,2025-01-17 16:49:52,
9dfdc224-faf4-423e-843f-3fa7c9f67cfe,sk-0114,,coffee day(HOT 12oz),,,,,true,false,false,true,1,1,2,,15,,,,false,2025-01-17 16:41:34,2025-01-17 16:49:09,
9e1401ab-e646-4ca3-89f5-6dc3adcef624,sk-0115,,espresso alfredo,,,,,true,false,false,true,1,1,2,,16,,,,false,2025-01-28 18:07:25,2025-01-28 18:07:25,
9e17fd30-3b1a-48bd-bb5a-1f62460e55a3,sk-0116,,Extra Chocolate,,,,,true,false,false,true,1,1,2,,1,,,,false,2025-01-30 17:38:12,2025-01-30 17:38:12,
9e420cd0-0898-47bd-ad5b-e40380f319e9,sk-0117,,Coconut cake,,,,,true,false,false,true,1,1,2,,26,,,,false,2025-02-20 15:26:39,2025-02-20 15:28:57,
9e43aaf0-b6b3-486b-8854-a75b0d68e27a,sk-0118,,V60 Strawberry HOT,,,,,true,false,false,true,1,1,2,,22,,,,false,2025-02-21 10:44:38,2025-02-21 10:44:38,
9e43ab65-b26d-4aee-beae-7bd753c72a1f,sk-0119,,V60 Strawberry ICE,,,,,true,false,false,true,1,1,2,,23,,,,false,2025-02-21 10:45:55,2025-02-21 10:45:55,
9e43ace9-f0d3-4b3c-9218-975caf57c815,sk-0120,,espresso Strawberry,,,,,true,false,false,true,1,1,2,,17,,,,false,2025-02-21 10:50:10,2025-02-21 10:50:10,
